,size,url
393,1.81185682e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Coastal_Alaska/Best/LatLon_391X548-60p96N-158p4W
890,1.805559092e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d14.nc
121,1.762730456e-15,http://crow.marine.usf.edu:8080/thredds/dodsC/WFS_Model_Test/USF_WFSCOM_NF_20131010.nc
120,1.762730456e-15,http://crow.marine.usf.edu:8080/thredds/dodsC/WFS_FVCOM_NF_model/USF_WFCOM_NF_20140923.nc
119,1.762730456e-15,http://crow.marine.usf.edu:8080/thredds/dodsC/WFS_FVCOM_NF_model/USF_WFCOM_NF_20140922.nc
954,1.646643712e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d25.nc
930,1.6328101839999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d12.nc
334,1.5776546320000001e-15,http://thredds.ucar.edu/thredds/dodsC/grib/FNMOC/COAMPS/Equatorial_America/Best
1361,1.5726883600000002e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/166p1/166p1_d01.nc
1252,1.5558967279999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/143p1/143p1_d02.nc
1164,1.489838208e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d04.nc
1227,1.4862781680000003e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/139p1/139p1_d04.nc
853,1.458114296e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d34.nc
346,1.4510331119999997e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/DGEX/Alaska_12km/Best
1061,1.44640572e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d12.nc
381,1.4295923400000002e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NDFD/CONUS_5km_conduit/Best/LambertConformal_1377X2145-38p22N-95p43W
1165,1.4243334720000002e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d05.nc
1199,1.392211308e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/132p1/132p1_d02.nc
356,1.383320576e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GFS/Puerto_Rico_0p5deg/Best
1186,1.353290896e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/128p1/128p1_d04.nc
953,1.3274045439999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d24.nc
398,1.300630712e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/WW3/Regional_Eastern_Pacific/Best
1119,1.2964093680000002e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d10.nc
315,1.2962160000000003e-15,http://oos.soest.hawaii.edu/thredds/dodsC/dist2coast_1deg
316,1.2962160000000003e-15,http://oos.soest.hawaii.edu/thredds/dodsC/dist2coast_1deg_land
317,1.2962160000000003e-15,http://oos.soest.hawaii.edu/thredds/dodsC/dist2coast_1deg_ocean
279,1.294229556e-15,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_final_run_ebp3
281,1.294229556e-15,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_1_ebp3_without_tides
283,1.294229556e-15,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_3_ebp3_with_SLOSH_winds_without_tides
282,1.294229556e-15,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Rita_preliminary_run_2_ebp3_with_SLOSH_winds
404,1.2918005800000001e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NPVU/RFC/RFC-KNES/Best
1092,1.28351142e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d11.nc
855,1.2817736480000002e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d36.nc
353,1.279525224e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/GFS/Global_2p5deg/Best
999,1.2474522880000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d17.nc
804,1.2450776319999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d07.nc
1465,1.244432784e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/430p1/430p1_d04.nc
360,1.2277429920000002e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Alaska_45km/noaaport/Best
914,1.2276766720000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d19.nc
1339,1.1739439919999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/160p1/160p1_d02.nc
1334,1.1729946479999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/158p1/158p1_d03.nc
1367,1.1728364239999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/168p1/168p1_d01.nc
1167,1.1728364239999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d07.nc
1188,1.171333296e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/128p1/128p1_d06.nc
1310,1.1618398560000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/154p1/154p1_d05.nc
1139,1.160257616e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d09.nc
390,1.1598450960000001e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/SREF/CONUS_40km/ensprod_biasc/Best
1057,1.15944448e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d08.nc
1364,1.1539528960000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/167p1/167p1_d02.nc
1058,1.153305856e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d09.nc
322,1.15240802e-15,http://oos.soest.hawaii.edu/thredds/dodsC/hmrg_bathy_50m_mhi
324,1.15240802e-15,http://oos.soest.hawaii.edu/thredds/dodsC/hmrg_bathytopo_50m_mhi
1296,1.151397072e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/150p1/150p1_d02.nc
1056,1.1414952159999997e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d07.nc
1338,1.140824468e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/160p1/160p1_d01.nc
256,1.1406402559999998e-15,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/MDL_SLOSH/Hurricane_Ike_final_run_egm3
1320,1.130909056e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/156p1/156p1_d03.nc
1001,1.128612816e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d19.nc
934,1.1256038679999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d16.nc
932,1.1255274479999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d14.nc
1196,1.1245649919999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/131p1/131p1_d01.nc
1358,1.121730072e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/165p1/165p1_d02.nc
257,1.1183910960000001e-15,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/MDL_SLOSH/Hurricane_Rita_final_run_egm3
807,1.113679744e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d10.nc
1237,1.1121575200000002e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/142p1/142p1_d02.nc
893,1.1102588319999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d17.nc
1395,1.102901416e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/180p1/180p1_d01.nc
831,1.0915884000000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d18.nc
1336,1.0895314880000003e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/158p1/158p1_d05.nc
888,1.0888000000000003e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d12.nc
1086,1.087282432e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d05.nc
790,1.0798233840000001e-15,http://thredds.axiomalaska.com/thredds/dodsC/IBCAO.nc
1133,1.0797364479999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d03.nc
1321,1.0785322280000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/156p1/156p1_d04.nc
182,1.075401892e-15,http://oos.soest.hawaii.edu/thredds/dodsC/hioos/model/wav/ww3/nwhi/WaveWatch_III_Northwestern_Hawaiian_Islands_Regional_Wave_Model_best.ncd
1340,1.0745793200000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/160p1/160p1_d03.nc
1421,1.0711748120000002e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/190p1/190p1_d01.nc
827,1.0708602879999997e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d14.nc
1141,1.068408584e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d11.nc
851,1.0655687679999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d32.nc
806,1.064627968e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d09.nc
1209,1.0622967039999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/133p1/133p1_d01.nc
389,1.0611468320000001e-15,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/SREF/CONUS_40km/ensprod/Best
994,1.0593871359999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d12.nc
826,1.0526037760000002e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d13.nc
830,1.051715952e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d17.nc
1274,1.0516368399999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/146p1/146p1_d06.nc
945,1.0506659920000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d16.nc
1265,1.046099e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/144p1/144p1_d04.nc
1184,1.0433246959999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/128p1/128p1_d02.nc
1201,1.0425899440000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/132p1/132p1_d04.nc
1215,1.0385042480000002e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/134p1/134p1_d05.nc
1047,1.0361693439999998e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/095p1/095p1_d06.nc
243,1.0323518559999999e-15,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2005_3D_final_run_waves_only
1067,1.0218799359999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d03.nc
1076,1.015863424e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d12.nc
1189,1.0118435040000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/128p1/128p1_d07.nc
1039,1.0118435040000001e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d11.nc
1232,1.0104613519999999e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/141p1/141p1_d02.nc
1327,1.000134928e-15,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/157p1/157p1_d01.nc
246,9.99126736e-16,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_extratropical/UMASS_FVCOM/2007_3D_final_run_waves_only
1100,9.968677119999998e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/102p1/102p1_d01.nc
1290,9.964957760000002e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/147p1/147p1_d10.nc
1266,9.96416664e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/144p1/144p1_d05.nc
1088,9.941877760000002e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d07.nc
1322,9.93014848e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/156p1/156p1_d05.nc
1365,9.923028400000002e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/167p1/167p1_d03.nc
891,9.849717760000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d15.nc
1446,9.81306272e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/198p1/198p1_d01.nc
1413,9.805861879999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/186p1/186p1_d02.nc
1183,9.79777744e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/128p1/128p1_d01.nc
1032,9.785175040000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d04.nc
1346,9.776671199999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/162p1/162p1_d01.nc
1319,9.77632384e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/156p1/156p1_d02.nc
1251,9.70770916e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/143p1/143p1_d01.nc
1468,9.70562588e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/430p1/430p1_d07.nc
996,9.7013248e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d14.nc
800,9.69986176e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d03.nc
1117,9.67656448e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d08.nc
1132,9.664314879999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d02.nc
1418,9.66116768e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/188p1/188p1_d01.nc
1230,9.58442904e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/139p1/139p1_d07.nc
799,9.5831104e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d02.nc
1138,9.54961976e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d08.nc
1363,9.51840256e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/167p1/167p1_d01.nc
858,9.510063759999998e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d39.nc
1390,9.50689928e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/179p1/179p1_d01.nc
1307,9.47209e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/154p1/154p1_d02.nc
1070,9.4187776e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d06.nc
824,9.38689408e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d11.nc
1330,9.36130628e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/157p1/157p1_d04.nc
1259,9.33997296e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/143p1/143p1_d09.nc
1102,9.29753728e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/102p1/102p1_d03.nc
1357,9.26165208e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/165p1/165p1_d01.nc
877,9.22872256e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d01.nc
927,9.134176000000002e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d09.nc
829,9.1081748e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d16.nc
1427,9.10184584e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/191p1/191p1_d04.nc
1404,9.096307999999998e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/182p1/182p1_d01.nc
1060,9.091561279999998e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d11.nc
1441,9.07573888e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/196p1/196p1_d01.nc
1333,8.99662688e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/158p1/158p1_d02.nc
935,8.94359492e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d17.nc
1122,8.905648080000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d13.nc
811,8.853003440000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/028p1/028p1_d14.nc
1034,8.849601280000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d06.nc
1207,8.82811832e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/132p1/132p1_d10.nc
1342,8.8233716e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/161p1/161p1_d01.nc
1046,8.73154816e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/095p1/095p1_d05.nc
1091,8.71182368e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d10.nc
1426,8.696312320000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/191p1/191p1_d03.nc
1096,8.692345600000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/101p1/101p1_d01.nc
1217,8.69046344e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/134p1/134p1_d07.nc
1218,8.639831759999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/134p1/134p1_d08.nc
1289,8.58287112e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/147p1/147p1_d09.nc
1055,8.555262639999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/096p1/096p1_d06.nc
1072,8.55238144e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d08.nc
910,8.51976448e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d15.nc
1225,8.51427328e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/139p1/139p1_d02.nc
1443,8.510088080000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/197p1/197p1_d01.nc
1370,8.496639040000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/168p1/168p1_d04.nc
1295,8.466576480000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/150p1/150p1_d01.nc
1347,8.45866528e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/162p1/162p1_d02.nc
1449,8.385882240000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/200p1/200p1_d01.nc
327,8.370059840000001e-16,http://dm2.caricoos.org/thredds/dodsC/content/Rincon_Waverider/181p1_d01.nc
1398,8.370059840000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/181p1/181p1_d01.nc
849,8.36606848e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d30.nc
1085,8.30359552e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d04.nc
326,8.296128000000001e-16,http://dm2.caricoos.org/thredds/dodsC/content/Merged_DEM/prvi_1s_mhw_flip_roms.nc
1118,8.28986752e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d09.nc
1415,8.25534744e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/187p1/187p1_d01.nc
1082,8.25062272e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d01.nc
1066,8.24266624e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/098p1/098p1_d02.nc
1083,8.2255744e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d02.nc
1344,8.173699839999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/161p1/161p1_d03.nc
1038,8.15962192e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d10.nc
382,8.152296039999999e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NDFD/CONUS/Fireweather/Best
884,8.12366848e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_d08.nc
956,8.099727e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d27.nc
912,8.093635840000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d17.nc
924,8.09069056e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d06.nc
1110,8.07415552e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d01.nc
1084,8.062731520000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/100p1/100p1_d03.nc
1212,8.025131520000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/134p1/134p1_d02.nc
895,8.013975280000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/045p1/045p1_historic.nc
1380,7.995791480000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/174p1/174p1_d01.nc
992,7.97203072e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d10.nc
929,7.966865920000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_d11.nc
1035,7.953237759999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d07.nc
1166,7.93494384e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/121p1/121p1_d06.nc
917,7.88335952e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d22.nc
847,7.86785152e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_d28.nc
833,7.86412436e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_historic.nc
990,7.856373759999998e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d08.nc
1471,7.7776126e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/431p1/431p1_d02.nc
952,7.770926080000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d23.nc
1036,7.770390879999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d08.nc
859,7.7512160399999985e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/036p1/036p1_historic.nc
1328,7.736372719999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/157p1/157p1_d02.nc
1040,7.700399319999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/094p1/094p1_d12.nc
985,7.693473039999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/092p1/092p1_d03.nc
1464,7.6833512e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/430p1/430p1_d03.nc
1042,7.676562399999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/095p1/095p1_d01.nc
957,7.669568840000002e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_historic.nc
274,7.63035132e-16,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Ike_preliminary_run_2_egl3_with_SLOSH_winds
273,7.63035132e-16,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Ike_preliminary_run_1_egl3_without_tides
271,7.63035132e-16,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Ike_final_run_egl3
275,7.63035132e-16,http://comt.sura.org/thredds/dodsC/data/comt_1_archive/inundation_tropical/UND_SLOSH/Hurricane_Ike_preliminary_run_3_egl3_with_SLOSH_winds_without_tides
1267,7.61533136e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/144p1/144p1_d06.nc
1408,7.612166879999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/185p1/185p1_d01.nc
1206,7.607420160000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/132p1/132p1_d09.nc
358,7.604194639999999e-16,http://thredds.ucar.edu/thredds/dodsC/grib/NCEP/NAM/Alaska_22km/Best
1140,7.60030008e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d10.nc
1249,7.589224400000002e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/142p1/142p1_d14.nc
1437,7.57656648e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/192p1/192p1_d01.nc
1048,7.55269888e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/095p1/095p1_d07.nc
1115,7.545986559999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/106p1/106p1_d06.nc
823,7.542353920000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/029p1/029p1_d10.nc
1131,7.537726720000001e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/111p1/111p1_d01.nc
1286,7.53542824e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/147p1/147p1_d06.nc
936,7.475884119999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/071p1/071p1_historic.nc
1435,7.47134752e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/191p1/191p1_d12.nc
943,7.45814608e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/076p1/076p1_d14.nc
903,7.426485759999999e-16,http://thredds.cdip.ucsd.edu/thredds/dodsC/cdip/archive/067p1/067p1_d08.nc
